0;99.7454;
1;98.9371;
2;97.7467;
3;96.8399;
4;95.9173;
5;94.9668;
6;93.3182;
7;92.1728;
8;91.7953;
9;90.3065;
10;89.7069;
11;88.37;
12;87.7009;
13;86.7783;
14;85.0121;
15;84.6236;
16;83.4853;
17;82.969;
18;81.7676;
19;80.0276;
20;79.817;
21;78.4382;
22;77.2114;
23;76.1522;
24;75.1511;
25;74.3975;
26;73.2027;
27;72.7006;
28;71.3762;
29;70.8009;
30;69.5493;
31;68.2435;
32;67.7802;
33;66.0949;
34;65.9684;
35;64.1174;
36;63.2766;
37;62.9196;
38;61.1048;
39;60.3672;
40;59.9541;
41;58.009;
42;57.355;
43;56.9462;
44;55.4758;
45;54.1063;
46;53.1529;
47;52.6688;
48;51.8933;
49;50.8978;
50;49.4657;
51;48.5753;
52;47.8456;
53;46.2957;
54;45.168;
55;44.988;
56;43.9166;
57;42.4164;
58;41.1213;
59;40.2694;
60;39.4519;
61;38.4311;
62;37.4152;
63;36.0505;
64;35.1875;
65;34.228;
66;33.4964;
67;32.4768;
68;31.8987;
69;30.3785;
70;29.4841;
71;28.623;
72;27.4233;
73;26.8772;
74;25.6247;
75;24.7799;
76;23.652;
77;22.9016;
78;21.4333;
79;20.4778;
80;19.7277;
81;18.6074;
82;17.1322;
83;16.3727;
84;15.6238;
85;14.5358;
86;13.1598;
87;12.612;
88;11.7807;
89;10.7688;
90;9.94751;
91;8.51689;
92;7.79316;
93;6.39386;
94;5.42823;
95;4.51418;
96;3.20341;
97;2.5721;
98;1.61375;
99;0.701289;
