0;86;
1;28;
2;22;
3;85;
4;51;
5;83;
6;88;
7;10;
8;37;
9;53;
10;59;
11;11;
12;21;
13;45;
14;81;
15;56;
16;17;
17;13;
18;5;
19;71;
20;87;
21;48;
22;30;
23;25;
24;89;
25;54;
26;95;
27;26;
28;61;
29;20;
30;80;
31;78;
32;50;
33;91;
34;42;
35;67;
36;75;
37;41;
38;62;
39;35;
40;94;
41;40;
42;6;
43;57;
44;64;
45;3;
46;60;
47;93;
48;49;
49;1;
50;15;
51;99;
52;4;
53;34;
54;63;
55;19;
56;0;
57;66;
58;69;
59;44;
60;32;
61;97;
62;8;
63;31;
64;52;
65;79;
66;14;
67;38;
68;90;
69;7;
70;76;
71;27;
72;46;
73;70;
74;96;
75;12;
76;23;
77;43;
78;16;
79;39;
80;36;
81;33;
82;47;
83;65;
84;77;
85;24;
86;68;
87;9;
88;74;
89;58;
90;55;
91;2;
92;18;
93;72;
94;92;
95;29;
96;84;
97;82;
98;98;
99;73;
