0;230;
1;627;
2;692;
3;852;
4;406;
5;224;
6;625;
7;120;
8;57;
9;162;
10;378;
11;508;
12;313;
13;450;
14;198;
15;481;
16;918;
17;782;
18;946;
19;493;
20;603;
21;319;
22;29;
23;487;
24;407;
25;222;
26;150;
27;455;
28;631;
29;832;
30;745;
31;279;
32;948;
33;12;
34;796;
35;548;
36;73;
37;944;
38;121;
39;735;
40;85;
41;738;
42;687;
43;746;
44;588;
45;232;
46;235;
47;340;
48;977;
49;583;
50;706;
51;657;
52;867;
53;882;
54;169;
55;174;
56;147;
57;969;
58;587;
59;999;
60;794;
61;414;
62;140;
63;949;
64;75;
65;155;
66;144;
67;410;
68;460;
69;714;
70;36;
71;125;
72;814;
73;417;
74;51;
75;512;
76;363;
77;724;
78;775;
79;765;
80;69;
81;660;
82;894;
83;108;
84;255;
85;126;
86;877;
87;344;
88;357;
89;566;
90;647;
91;403;
92;273;
93;610;
94;505;
95;939;
96;428;
97;773;
98;888;
99;32;
100;595;
101;376;
102;681;
103;88;
104;102;
105;779;
106;454;
107;909;
108;750;
109;829;
110;777;
111;754;
112;897;
113;177;
114;234;
115;90;
116;896;
117;343;
118;785;
119;958;
120;764;
121;465;
122;532;
123;833;
124;49;
125;550;
126;129;
127;41;
128;361;
129;751;
130;694;
131;726;
132;620;
133;740;
134;837;
135;669;
136;333;
137;683;
138;972;
139;545;
140;854;
141;358;
142;200;
143;927;
144;266;
145;619;
146;412;
147;780;
148;728;
149;951;
150;598;
151;435;
152;544;
153;14;
154;158;
155;504;
156;113;
157;729;
158;615;
159;172;
160;445;
161;718;
162;518;
163;952;
164;5;
165;111;
166;698;
167;905;
168;517;
169;100;
170;931;
171;390;
172;122;
173;239;
174;612;
175;490;
176;674;
177;971;
178;15;
179;293;
180;254;
181;173;
182;482;
183;303;
184;655;
185;957;
186;941;
187;876;
188;259;
189;992;
190;432;
191;401;
192;601;
193;330;
194;157;
195;989;
196;803;
197;318;
198;994;
199;451;
200;976;
201;800;
202;324;
203;766;
204;92;
205;953;
206;312;
207;675;
208;973;
209;705;
210;768;
211;332;
212;301;
213;912;
214;626;
215;240;
216;269;
217;895;
218;436;
219;950;
220;250;
221;286;
222;480;
223;225;
224;299;
225;288;
226;551;
227;165;
228;26;
229;605;
230;756;
231;965;
232;539;
233;96;
234;93;
235;676;
236;857;
237;320;
238;721;
239;322;
240;947;
241;58;
242;384;
243;880;
244;935;
245;870;
246;373;
247;112;
248;585;
249;679;
250;3;
251;684;
252;151;
253;881;
254;228;
255;446;
256;285;
257;531;
258;137;
259;801;
260;506;
261;163;
262;323;
263;149;
264;808;
265;719;
266;556;
267;226;
268;789;
269;274;
270;355;
271;938;
272;819;
273;749;
274;872;
275;943;
276;932;
277;648;
278;453;
279;580;
280;593;
281;52;
282;527;
283;62;
284;985;
285;701;
286;87;
287;673;
288;372;
289;434;
290;624;
291;400;
292;314;
293;184;
294;386;
295;664;
296;534;
297;547;
298;516;
299;874;
300;813;
301;0;
302;578;
303;97;
304;61;
305;622;
306;865;
307;901;
308;847;
309;995;
310;433;
311;347;
312;437;
313;581;
314;268;
315;22;
316;742;
317;906;
318;20;
319;456;
320;659;
321;776;
322;166;
323;364;
324;426;
325;491;
326;379;
327;586;
328;904;
329;496;
330;594;
331;576;
332;252;
333;525;
334;937;
335;907;
336;394;
337;792;
338;488;
339;836;
340;848;
341;862;
342;377;
343;270;
344;246;
345;502;
346;356;
347;900;
348;899;
349;640;
350;677;
351;431;
352;731;
353;723;
354;795;
355;919;
356;590;
357;204;
358;696;
359;713;
360;470;
361;682;
362;711;
363;866;
364;63;
365;35;
366;639;
367;859;
368;91;
369;858;
370;573;
371;178;
372;215;
373;78;
374;542;
375;737;
376;616;
377;233;
378;929;
379;145;
380;758;
381;753;
382;171;
383;381;
384;135;
385;997;
386;530;
387;846;
388;208;
389;736;
390;309;
391;201;
392;538;
393;809;
394;743;
395;716;
396;103;
397;124;
398;419;
399;47;
400;734;
401;772;
402;483;
403;763;
404;27;
405;447;
406;153;
407;634;
408;8;
409;263;
410;549;
411;484;
412;925;
413;262;
414;168;
415;186;
416;903;
417;815;
418;425;
419;337;
420;110;
421;589;
422;769;
423;541;
424;227;
425;812;
426;261;
427;409;
428;913;
429;76;
430;592;
431;420;
432;697;
433;978;
434;712;
435;244;
436;349;
437;175;
438;18;
439;375;
440;739;
441;50;
442;930;
443;241;
444;883;
445;474;
446;81;
447;868;
448;844;
449;391;
450;205;
451;83;
452;727;
453;54;
454;42;
455;430;
456;331;
457;452;
458;522;
459;642;
460;543;
461;787;
462;717;
463;1;
464;317;
465;321;
466;559;
467;646;
468;529;
469;404;
470;630;
471;350;
472;933;
473;645;
474;725;
475;17;
476;335;
477;181;
478;708;
479;461;
480;99;
481;572;
482;926;
483;79;
484;875;
485;638;
486;893;
487;449;
488;206;
489;670;
490;757;
491;334;
492;851;
493;671;
494;405;
495;160;
496;920;
497;106;
498;478;
499;654;
500;968;
501;229;
502;152;
503;345;
504;666;
505;830;
506;613;
507;633;
508;11;
509;871;
510;253;
511;936;
512;869;
513;914;
514;341;
515;864;
516;885;
517;574;
518;579;
519;38;
520;72;
521;810;
522;560;
523;89;
524;546;
525;956;
526;890;
527;315;
528;561;
529;733;
530;658;
531;13;
532;523;
533;760;
534;628;
535;439;
536;265;
537;298;
538;473;
539;861;
540;853;
541;179;
542;104;
543;291;
544;653;
545;602;
546;277;
547;306;
548;668;
549;463;
550;661;
551;247;
552;665;
553;304;
554;248;
555;305;
556;902;
557;744;
558;475;
559;564;
560;720;
561;524;
562;346;
563;741;
564;898;
565;170;
566;295;
567;311;
568;278;
569;34;
570;608;
571;44;
572;591;
573;342;
574;887;
575;359;
576;423;
577;485;
578;245;
579;614;
580;360;
581;636;
582;367;
583;2;
584;980;
585;686;
586;207;
587;873;
588;755;
589;21;
590;442;
591;156;
592;533;
593;511;
594;164;
595;182;
596;788;
597;842;
598;302;
599;886;
600;824;
601;599;
602;370;
603;703;
604;553;
605;970;
606;838;
607;192;
608;609;
609;143;
610;998;
611;30;
612;759;
613;399;
614;48;
615;438;
616;467;
617;835;
618;10;
619;816;
620;86;
621;276;
622;537;
623;284;
624;212;
625;825;
626;16;
627;959;
628;4;
629;678;
630;878;
631;380;
632;584;
633;607;
634;917;
635;552;
636;101;
637;495;
638;688;
639;649;
640;600;
641;393;
642;928;
643;834;
644;159;
645;805;
646;963;
647;59;
648;289;
649;189;
650;699;
651;37;
652;176;
653;558;
654;693;
655;617;
656;565;
657;365;
658;458;
659;987;
660;368;
661;19;
662;236;
663;260;
664;249;
665;790;
666;68;
667;604;
668;366;
669;310;
670;597;
671;408;
672;817;
673;243;
674;31;
675;961;
676;424;
677;142;
678;477;
679;797;
680;690;
681;202;
682;220;
683;667;
684;95;
685;462;
686;704;
687;398;
688;136;
689;860;
690;74;
691;238;
692;82;
693;327;
694;806;
695;856;
696;983;
697;329;
698;722;
699;850;
700;297;
701;831;
702;283;
703;811;
704;195;
705;190;
706;884;
707;118;
708;395;
709;849;
710;889;
711;45;
712;908;
713;500;
714;71;
715;582;
716;752;
717;67;
718;786;
719;9;
720;257;
721;23;
722;43;
723;568;
724;924;
725;632;
726;148;
727;732;
728;385;
729;119;
730;210;
731;139;
732;486;
733;934;
734;94;
735;771;
736;271;
737;715;
738;421;
739;130;
740;635;
741;180;
742;975;
743;397;
744;219;
745;25;
746;702;
747;652;
748;167;
749;66;
750;316;
751;571;
752;464;
753;131;
754;275;
755;672;
756;457;
757;596;
758;962;
759;161;
760;40;
761;281;
762;411;
763;807;
764;986;
765;369;
766;915;
767;213;
768;823;
769;221;
770;191;
771;563;
772;80;
773;762;
774;28;
775;127;
776;663;
777;513;
778;472;
779;611;
780;396;
781;132;
782;845;
783;540;
784;300;
785;476;
786;353;
787;65;
788;448;
789;879;
790;46;
791;348;
792;185;
793;138;
794;471;
795;209;
796;187;
797;520;
798;105;
799;183;
800;214;
801;528;
802;567;
803;922;
804;536;
805;203;
806;387;
807;802;
808;296;
809;822;
810;955;
811;798;
812;656;
813;237;
814;535;
815;843;
816;984;
817;362;
818;39;
819;479;
820;555;
821;70;
822;515;
823;562;
824;267;
825;325;
826;700;
827;784;
828;818;
829;374;
830;211;
831;354;
832;662;
833;194;
834;799;
835;469;
836;840;
837;466;
838;123;
839;55;
840;146;
841;778;
842;916;
843;641;
844;418;
845;188;
846;388;
847;7;
848;326;
849;791;
850;993;
851;554;
852;911;
853;569;
854;114;
855;416;
856;967;
857;621;
858;77;
859;256;
860;981;
861;199;
862;371;
863;308;
864;507;
865;489;
866;64;
867;891;
868;440;
869;910;
870;747;
871;979;
872;575;
873;217;
874;128;
875;940;
876;643;
877;498;
878;382;
879;783;
880;497;
881;501;
882;644;
883;116;
884;231;
885;218;
886;828;
887;514;
888;637;
889;242;
890;197;
891;710;
892;503;
893;216;
894;821;
895;781;
896;695;
897;338;
898;650;
899;336;
900;982;
901;521;
902;921;
903;942;
904;892;
905;392;
906;988;
907;290;
908;415;
909;826;
910;960;
911;154;
912;223;
913;287;
914;691;
915;193;
916;767;
917;923;
918;6;
919;351;
920;444;
921;510;
922;761;
923;292;
924;804;
925;24;
926;509;
927;863;
928;841;
929;685;
930;56;
931;990;
932;730;
933;280;
934;709;
935;689;
936;945;
937;107;
938;820;
939;770;
940;282;
941;264;
942;383;
943;492;
944;134;
